student_id,gender,age_band,region,school_board,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,has_private_tuition,num_of_prev_attempts,daily_study_hours,attendance_rate,performance
S0245,F,36-45,West,CBSE,None,5L–10L,Yes,Tablet,Monthly,No,Yes,0,2.4,0.71,High
S0246,M,0-25,West,ICSE,None,>10L,Yes,Mobile,Monthly,No,Yes,1,1.3,0.64,High
S0247,M,0-25,South,ICSE,School,2L–5L,Yes,Laptop,Weekly,No,No,1,0.7,1.0,Low
S0248,M,36-45,West,ICSE,Graduate,5L–10L,Yes,Laptop,Daily,No,Yes,2,3.5,0.6,High
S0249,M,0-25,North,CBSE,School,2L–5L,Yes,Mobile,Weekly,No,Yes,2,2.2,0.97,High
S0250,F,0-25,North,CBSE,Graduate,>10L,Yes,Mobile,Daily,No,No,0,2.7,0.72,High
S0251,M,26-35,West,State,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,Yes,2,3.9,0.88,Moderate
S0252,F,36-45,South,State,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,3.3,0.95,High
S0253,M,0-25,South,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,1,0.7,0.79,Moderate
S0254,M,36-45,South,CBSE,None,>10L,Yes,Laptop,Daily,No,No,0,4.0,0.8,Low
S0255,M,26-35,South,State,None,5L–10L,Yes,Laptop,Monthly,No,No,0,4.0,0.99,Low
S0256,M,36-45,West,CBSE,School,<2L,Yes,Mobile,Monthly,No,No,2,3.5,0.96,High
S0257,F,36-45,East,CBSE,Postgraduate,5L–10L,Yes,Tablet,Daily,No,No,2,3.5,0.96,High
S0258,F,36-45,East,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,Yes,2,3.5,0.94,Low
S0259,M,26-35,South,CBSE,None,5L–10L,Yes,Laptop,Daily,No,No,1,2.7,0.97,Low
S0260,M,26-35,South,ICSE,Postgraduate,2L–5L,Yes,Tablet,Monthly,No,Yes,2,1.1,0.84,High
S0261,F,36-45,South,State,Postgraduate,>10L,Yes,Laptop,Daily,No,Yes,0,2.4,0.63,High
S0262,M,36-45,East,CBSE,School,>10L,Yes,Mobile,Daily,No,Yes,0,3.2,0.85,Low
S0263,M,26-35,North,ICSE,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,0,4.0,0.85,High
S0264,M,0-25,East,CBSE,Postgraduate,<2L,Yes,Laptop,Weekly,No,Yes,1,3.2,0.91,Moderate
S0265,F,26-35,West,CBSE,Graduate,<2L,Yes,Laptop,Monthly,No,No,2,3.5,0.69,Low
S0266,F,36-45,East,State,School,<2L,Yes,Mobile,Weekly,Yes,No,1,2.5,0.65,High
S0267,F,0-25,West,ICSE,Graduate,2L–5L,Yes,Mobile,Daily,No,No,1,0.6,0.68,High
S0268,M,0-25,South,CBSE,School,<2L,Yes,Mobile,Monthly,No,Yes,0,3.9,0.85,Moderate
S0269,M,0-25,West,CBSE,None,2L–5L,Yes,Tablet,Daily,No,Yes,2,3.2,0.7,High
S0270,F,26-35,South,State,Graduate,>10L,Yes,Tablet,Weekly,No,Yes,0,1.6,0.93,High
S0271,F,26-35,North,CBSE,School,2L–5L,Yes,Mobile,Weekly,No,Yes,1,1.0,0.74,Low
S0272,F,26-35,South,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,0,0.7,0.78,High
S0273,F,26-35,South,ICSE,None,5L–10L,No,Mobile,Monthly,No,Yes,0,0.8,0.64,High
S0274,M,36-45,North,ICSE,Postgraduate,<2L,Yes,Mobile,Monthly,No,Yes,2,1.9,0.78,High
S0275,F,0-25,South,CBSE,None,>10L,Yes,Laptop,Monthly,No,Yes,1,0.7,0.78,Moderate
S0276,M,36-45,South,CBSE,None,>10L,Yes,Tablet,Monthly,No,Yes,1,2.6,0.61,Moderate
S0277,F,26-35,South,ICSE,Graduate,>10L,Yes,Tablet,Daily,No,No,0,3.7,0.89,Moderate
S0278,M,26-35,East,CBSE,Postgraduate,<2L,Yes,Mobile,Daily,No,Yes,1,1.7,0.62,High
S0279,F,36-45,West,State,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,Yes,0,1.1,0.76,Low
S0280,F,0-25,South,ICSE,None,2L–5L,Yes,Mobile,Daily,No,No,2,1.5,0.78,High
S0281,F,0-25,East,State,None,5L–10L,Yes,Mobile,Monthly,No,Yes,0,2.9,0.75,Low
S0282,F,26-35,South,State,None,2L–5L,Yes,Laptop,Weekly,No,Yes,1,0.7,0.76,Moderate
S0283,M,26-35,West,CBSE,School,5L–10L,No,Mobile,Weekly,No,No,2,0.8,0.96,Moderate
S0284,F,26-35,South,CBSE,Graduate,>10L,Yes,Laptop,Daily,No,No,2,0.5,0.92,Low
S0285,M,26-35,West,ICSE,None,5L–10L,Yes,Tablet,Weekly,No,No,1,1.5,0.9,High
S0286,M,0-25,East,CBSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,1,0.8,0.84,Low
S0287,M,36-45,East,State,None,5L–10L,Yes,Tablet,Monthly,No,No,2,2.7,0.99,High
S0288,M,0-25,South,CBSE,School,<2L,No,Mobile,Weekly,No,Yes,1,3.0,0.77,High
S0289,F,36-45,North,ICSE,None,>10L,Yes,Mobile,Monthly,No,No,2,2.8,0.67,Low
S0290,M,26-35,West,CBSE,Graduate,<2L,Yes,Tablet,Weekly,No,No,1,0.9,0.93,Moderate
S0291,M,26-35,South,State,None,>10L,Yes,Mobile,Monthly,No,No,0,2.0,0.8,Moderate
S0292,M,36-45,East,State,Graduate,<2L,No,Mobile,Weekly,No,No,2,3.2,0.9,Low
S0293,F,26-35,South,ICSE,Postgraduate,<2L,No,Laptop,Daily,No,No,1,1.5,0.67,Moderate
S0294,F,0-25,West,ICSE,Graduate,>10L,Yes,Laptop,Daily,Yes,Yes,1,1.4,1.0,High
S0295,F,26-35,South,CBSE,School,>10L,Yes,Tablet,Monthly,No,No,2,1.2,0.85,Low
S0296,F,26-35,West,CBSE,None,2L–5L,Yes,Laptop,Weekly,Yes,No,2,0.7,0.71,Moderate
S0297,M,26-35,East,ICSE,Postgraduate,5L–10L,Yes,Mobile,Daily,No,No,0,3.6,0.95,Low
S0298,M,26-35,North,State,Graduate,>10L,No,Laptop,Monthly,No,No,1,3.5,0.77,High
S0299,F,0-25,North,CBSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,No,1,3.8,0.67,Moderate
S0300,M,36-45,East,ICSE,School,<2L,Yes,Mobile,Weekly,No,No,0,3.9,0.83,Moderate
S0301,M,26-35,East,ICSE,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,Yes,0,0.6,0.99,High
S0302,M,26-35,South,State,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,No,0,3.6,0.87,Moderate
S0303,F,0-25,East,ICSE,Graduate,2L–5L,No,Laptop,Daily,No,Yes,0,0.6,0.89,High
S0304,F,0-25,East,CBSE,School,<2L,Yes,Laptop,Weekly,No,No,2,3.1,0.98,Low
S0305,M,0-25,West,CBSE,None,>10L,Yes,Mobile,Weekly,No,Yes,0,2.6,0.61,Moderate
S0306,F,26-35,South,ICSE,None,2L–5L,Yes,Mobile,Monthly,No,No,2,1.1,0.97,Moderate
S0307,F,36-45,West,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,2,0.5,0.95,High
S0308,F,0-25,South,State,None,<2L,Yes,Laptop,Monthly,No,No,0,3.1,0.64,High
S0309,F,0-25,South,State,None,<2L,Yes,Mobile,Weekly,Yes,Yes,2,3.0,0.99,High
S0310,F,0-25,North,ICSE,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,2,1.0,0.6,Moderate
S0311,M,36-45,North,CBSE,None,2L–5L,Yes,Mobile,Daily,No,Yes,0,2.9,0.85,Low
S0312,F,26-35,East,State,Postgraduate,2L–5L,Yes,Tablet,Daily,No,Yes,1,3.7,0.65,Moderate
S0313,M,26-35,South,ICSE,Graduate,<2L,Yes,Tablet,Daily,No,Yes,1,1.9,0.78,High
S0314,M,26-35,East,State,Graduate,>10L,Yes,Mobile,Monthly,No,Yes,1,3.1,0.69,High
S0315,F,0-25,West,State,School,>10L,Yes,Tablet,Monthly,No,Yes,2,2.7,0.67,Low
S0316,M,26-35,East,State,None,5L–10L,Yes,Mobile,Daily,No,No,1,1.1,0.98,High
S0317,M,0-25,West,State,Postgraduate,<2L,No,Mobile,Monthly,No,No,2,2.2,0.97,Low
S0318,M,36-45,North,State,None,>10L,Yes,Tablet,Weekly,No,No,1,2.1,0.81,High
S0319,F,36-45,North,State,Postgraduate,<2L,Yes,Mobile,Weekly,No,No,2,0.7,0.66,High
S0320,F,26-35,West,CBSE,Graduate,<2L,Yes,Tablet,Weekly,No,Yes,0,3.4,0.83,Moderate
S0321,M,0-25,West,State,School,<2L,Yes,Tablet,Daily,No,Yes,2,1.7,0.96,High
S0322,F,0-25,West,ICSE,School,2L–5L,Yes,Laptop,Daily,No,Yes,1,2.1,0.91,High
S0323,F,26-35,East,ICSE,School,>10L,Yes,Tablet,Weekly,No,No,0,2.0,0.77,Low
S0324,F,36-45,West,State,None,2L–5L,Yes,Mobile,Weekly,No,Yes,1,1.1,0.61,High
S0325,F,36-45,South,State,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,Yes,2,3.2,0.66,Low
S0326,M,36-45,West,ICSE,None,<2L,Yes,Mobile,Daily,No,No,0,2.6,0.78,High
S0327,M,36-45,North,State,School,<2L,Yes,Tablet,Weekly,No,No,0,1.7,0.99,Moderate
S0328,F,36-45,West,ICSE,None,5L–10L,Yes,Mobile,Weekly,No,Yes,1,0.6,0.8,High
S0329,F,26-35,North,ICSE,None,>10L,Yes,Laptop,Daily,No,No,0,0.6,0.99,Moderate
S0330,M,26-35,North,CBSE,None,<2L,Yes,Laptop,Weekly,No,No,1,1.4,0.74,Moderate
S0331,M,26-35,East,CBSE,None,<2L,Yes,Mobile,Daily,No,No,2,1.1,0.73,High
S0332,F,36-45,West,ICSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,Yes,2,2.9,0.9,High
S0333,M,36-45,North,State,Postgraduate,5L–10L,Yes,Tablet,Monthly,No,No,0,2.1,0.63,High
S0334,F,26-35,South,ICSE,School,5L–10L,Yes,Tablet,Weekly,No,No,1,1.7,0.68,Moderate
S0335,F,26-35,West,ICSE,School,>10L,No,Tablet,Daily,No,No,2,1.3,0.89,Low
S0336,M,36-45,West,State,Graduate,>10L,Yes,Laptop,Daily,Yes,Yes,1,3.5,0.65,High
S0337,M,0-25,North,CBSE,Postgraduate,5L–10L,Yes,Tablet,Daily,Yes,Yes,0,1.0,0.65,Low
S0338,F,26-35,East,ICSE,None,5L–10L,Yes,Tablet,Daily,No,Yes,0,2.4,0.68,Moderate
S0339,F,36-45,East,CBSE,Postgraduate,<2L,Yes,Tablet,Monthly,No,Yes,0,2.8,0.63,High
S0340,M,36-45,West,State,None,5L–10L,Yes,Laptop,Weekly,No,No,1,2.2,0.9,High
S0341,F,26-35,West,CBSE,None,5L–10L,Yes,Mobile,Daily,No,No,1,3.8,0.82,Low
S0342,M,0-25,East,State,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,3.5,0.92,Low
S0343,F,36-45,East,State,Graduate,2L–5L,Yes,Mobile,Daily,No,No,1,3.1,0.68,Low
S0344,M,26-35,South,CBSE,Graduate,5L–10L,Yes,Laptop,Daily,No,Yes,1,2.8,0.86,Moderate
S0345,M,36-45,West,ICSE,Graduate,>10L,Yes,Mobile,Daily,No,No,1,1.2,0.89,High
S0346,M,36-45,West,ICSE,None,5L–10L,Yes,Mobile,Weekly,No,Yes,0,2.9,0.72,High
S0347,F,36-45,West,State,None,>10L,Yes,Laptop,Daily,No,Yes,2,2.5,0.67,High
S0348,F,36-45,East,CBSE,Postgraduate,2L–5L,Yes,Laptop,Daily,No,No,1,3.8,0.98,High
S0349,M,0-25,North,CBSE,None,>10L,Yes,Tablet,Daily,No,Yes,2,1.7,0.69,High
S0350,F,26-35,South,CBSE,Postgraduate,5L–10L,Yes,Mobile,Weekly,No,Yes,2,1.4,0.64,Low
S0351,M,26-35,East,CBSE,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,Yes,1,3.6,0.92,High
S0352,M,26-35,East,State,Graduate,2L–5L,Yes,Mobile,Daily,No,Yes,1,1.7,0.93,Moderate
S0353,F,26-35,South,CBSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,No,2,3.1,0.7,Moderate
S0354,F,26-35,West,CBSE,School,<2L,Yes,Mobile,Daily,No,Yes,2,1.9,0.97,High
S0355,M,0-25,North,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,No,0,1.5,0.94,Moderate
S0356,F,36-45,South,State,None,>10L,Yes,Mobile,Monthly,No,Yes,1,2.1,0.79,High
S0357,F,36-45,North,CBSE,School,>10L,Yes,Mobile,Monthly,No,Yes,2,2.6,0.77,Low
S0358,M,26-35,West,CBSE,Graduate,5L–10L,No,Mobile,Weekly,No,Yes,1,0.8,0.62,Low
S0359,M,36-45,North,State,Graduate,5L–10L,Yes,Mobile,Daily,No,No,1,1.8,0.78,High
S0360,F,36-45,West,State,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,0,1.9,0.83,High
S0361,M,36-45,East,ICSE,None,<2L,Yes,Tablet,Weekly,No,No,0,2.6,0.6,Moderate
S0362,M,26-35,West,State,School,5L–10L,Yes,Mobile,Monthly,No,No,0,3.7,0.76,Low
S0363,F,26-35,South,CBSE,None,>10L,Yes,Tablet,Weekly,No,No,2,3.5,0.84,High
S0364,M,0-25,South,ICSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,Yes,2,2.7,0.68,Moderate
S0365,M,26-35,West,CBSE,Graduate,2L–5L,No,Laptop,Daily,Yes,Yes,2,2.2,0.82,Moderate
S0366,F,0-25,West,State,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,No,2,0.8,0.81,Moderate
S0367,F,26-35,East,State,School,>10L,Yes,Tablet,Daily,No,Yes,2,2.5,0.63,Moderate
S0368,M,36-45,East,State,Graduate,2L–5L,Yes,Tablet,Weekly,No,Yes,2,1.4,0.93,High
S0369,M,0-25,West,ICSE,School,5L–10L,Yes,Laptop,Monthly,No,Yes,1,2.0,0.81,Moderate
S0370,F,0-25,North,CBSE,None,<2L,Yes,Laptop,Monthly,No,No,1,3.1,0.75,High
S0371,F,0-25,East,CBSE,Graduate,<2L,Yes,Mobile,Monthly,No,No,1,0.6,0.65,Low
S0372,F,26-35,South,ICSE,None,<2L,Yes,Tablet,Weekly,No,No,1,3.7,0.85,High
S0373,F,0-25,East,State,Graduate,<2L,Yes,Laptop,Daily,No,Yes,2,3.3,0.83,High
S0374,M,26-35,East,CBSE,School,5L–10L,Yes,Tablet,Monthly,Yes,Yes,2,1.5,0.88,High
S0375,F,0-25,East,State,School,5L–10L,Yes,Tablet,Daily,No,No,2,2.4,0.64,Moderate
S0376,F,26-35,East,State,Postgraduate,<2L,Yes,Tablet,Monthly,No,No,2,0.8,0.72,High
S0377,M,0-25,West,CBSE,Postgraduate,>10L,Yes,Laptop,Weekly,No,Yes,0,0.8,0.83,High
S0378,F,36-45,East,State,Graduate,5L–10L,Yes,Laptop,Monthly,No,No,0,0.6,1.0,High
S0379,M,36-45,North,CBSE,Graduate,2L–5L,No,Mobile,Daily,No,Yes,0,3.7,0.93,Low
S0380,F,0-25,East,CBSE,Graduate,>10L,No,Tablet,Daily,No,Yes,0,0.7,0.68,High
S0381,F,26-35,East,ICSE,Postgraduate,>10L,Yes,Tablet,Daily,No,No,1,2.2,0.74,High
S0382,F,26-35,South,CBSE,School,>10L,Yes,Tablet,Weekly,No,Yes,0,0.6,0.66,High
S0383,M,26-35,East,ICSE,None,<2L,Yes,Mobile,Weekly,No,No,0,1.8,0.81,Moderate
S0384,M,36-45,South,State,None,>10L,Yes,Tablet,Weekly,No,No,0,2.0,0.68,High
S0385,F,36-45,South,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,2,1.3,0.7,High
S0386,M,36-45,West,State,None,>10L,Yes,Mobile,Weekly,No,Yes,2,2.4,0.83,Low
S0387,M,26-35,South,ICSE,None,>10L,Yes,Mobile,Daily,No,No,2,3.6,0.67,Low
S0388,M,26-35,South,State,None,2L–5L,Yes,Mobile,Monthly,No,Yes,0,2.9,0.81,High
S0389,M,26-35,North,CBSE,Postgraduate,2L–5L,Yes,Mobile,Daily,No,Yes,1,2.3,0.6,Low
S0390,M,0-25,North,ICSE,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,Yes,2,1.5,0.82,Low
S0391,M,0-25,South,CBSE,None,>10L,Yes,Mobile,Monthly,No,Yes,0,1.3,0.87,High
S0392,F,0-25,West,CBSE,School,<2L,Yes,Laptop,Daily,No,Yes,1,3.7,0.62,Moderate
S0393,F,36-45,North,State,School,2L–5L,Yes,Tablet,Monthly,No,No,2,1.8,0.66,High
S0394,M,36-45,North,State,Postgraduate,<2L,Yes,Laptop,Weekly,No,No,0,3.6,0.82,Low
S0395,F,26-35,West,State,School,5L–10L,Yes,Laptop,Monthly,No,Yes,0,1.7,0.64,Moderate
S0396,F,0-25,East,State,Graduate,5L–10L,Yes,Mobile,Monthly,Yes,Yes,0,1.6,0.67,High
S0397,F,26-35,North,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,Yes,0,3.7,0.96,High
S0398,F,0-25,South,CBSE,School,5L–10L,Yes,Laptop,Weekly,No,Yes,2,3.0,0.71,High
S0399,M,0-25,South,State,None,>10L,Yes,Laptop,Monthly,No,No,1,2.0,0.78,Low
S0400,F,26-35,South,CBSE,School,<2L,Yes,Laptop,Monthly,Yes,No,1,2.9,0.94,High
S0401,F,26-35,West,ICSE,None,<2L,Yes,Mobile,Monthly,No,No,0,0.8,0.87,Moderate
S0402,M,0-25,South,State,None,2L–5L,Yes,Laptop,Weekly,No,Yes,0,1.1,0.61,Low
S0403,M,0-25,East,ICSE,School,2L–5L,Yes,Mobile,Daily,No,Yes,2,3.1,0.64,High
S0404,F,36-45,West,ICSE,Graduate,>10L,No,Laptop,Monthly,No,Yes,1,3.5,0.72,Low
S0405,F,26-35,North,CBSE,None,<2L,Yes,Laptop,Daily,No,No,1,1.0,0.81,Low
S0406,F,26-35,West,CBSE,None,5L–10L,Yes,Tablet,Daily,No,Yes,2,2.2,0.89,High
S0407,F,26-35,South,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,0,2.4,0.8,Moderate
S0408,F,26-35,West,ICSE,School,2L–5L,Yes,Laptop,Daily,No,Yes,2,0.7,0.83,High
S0409,F,0-25,West,State,Postgraduate,5L–10L,Yes,Mobile,Weekly,No,Yes,1,1.4,0.99,High
S0410,M,36-45,West,CBSE,None,2L–5L,Yes,Tablet,Weekly,No,Yes,2,2.1,0.67,High
S0411,F,26-35,West,ICSE,None,5L–10L,Yes,Tablet,Weekly,No,No,1,3.7,0.94,High
S0412,F,0-25,East,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,No,2,2.6,0.93,Moderate
S0413,M,0-25,West,CBSE,School,2L–5L,Yes,Tablet,Daily,No,No,1,1.3,0.75,Moderate
S0414,M,0-25,South,ICSE,Postgraduate,5L–10L,No,Mobile,Weekly,No,Yes,1,2.9,0.95,High
S0415,M,0-25,North,State,Postgraduate,2L–5L,Yes,Laptop,Daily,No,No,0,1.8,0.84,High
S0416,M,0-25,East,ICSE,None,<2L,Yes,Mobile,Weekly,No,No,1,2.7,0.82,Moderate
S0417,F,26-35,West,ICSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,No,0,0.5,0.68,Moderate
S0418,F,26-35,North,CBSE,Graduate,2L–5L,No,Laptop,Monthly,No,No,0,2.0,0.68,Low
S0419,F,36-45,East,CBSE,Graduate,>10L,No,Tablet,Monthly,No,No,0,3.0,0.75,High
S0420,F,26-35,South,State,School,5L–10L,No,Mobile,Daily,No,No,2,3.2,0.73,Low
S0421,F,0-25,South,ICSE,Postgraduate,>10L,Yes,Tablet,Daily,No,Yes,0,3.8,0.96,High
S0422,F,36-45,North,State,School,5L–10L,No,Laptop,Daily,No,No,1,2.1,0.62,High
S0423,M,0-25,West,ICSE,Graduate,>10L,Yes,Tablet,Weekly,No,Yes,2,3.7,0.73,High
S0424,F,0-25,North,ICSE,School,<2L,Yes,Mobile,Monthly,No,No,0,3.3,0.74,High
S0425,M,26-35,East,CBSE,School,>10L,Yes,Laptop,Monthly,No,No,1,2.1,0.71,High
S0426,M,0-25,North,State,School,>10L,Yes,Mobile,Weekly,No,No,1,2.8,0.61,High
S0427,F,26-35,North,ICSE,Graduate,5L–10L,Yes,Laptop,Weekly,No,Yes,1,3.7,0.79,Low
S0428,M,0-25,West,ICSE,School,>10L,Yes,Laptop,Daily,No,Yes,2,1.7,0.72,Low
S0429,F,36-45,South,CBSE,School,5L–10L,Yes,Mobile,Monthly,No,Yes,2,3.8,0.81,High
S0430,M,0-25,West,CBSE,Graduate,2L–5L,Yes,Mobile,Daily,No,No,2,3.2,0.82,Low
S0431,F,26-35,South,CBSE,Graduate,<2L,Yes,Mobile,Weekly,Yes,Yes,2,0.9,0.92,High
S0432,M,0-25,West,State,School,<2L,Yes,Tablet,Monthly,No,Yes,1,3.4,0.68,High
S0433,F,26-35,South,State,Postgraduate,5L–10L,Yes,Mobile,Monthly,No,No,1,1.5,0.9,High
S0434,F,26-35,West,ICSE,School,2L–5L,Yes,Mobile,Monthly,Yes,Yes,1,0.6,0.68,High
S0435,F,36-45,South,State,None,<2L,Yes,Tablet,Monthly,No,Yes,0,2.3,0.83,Low
S0436,F,26-35,South,CBSE,Graduate,<2L,Yes,Laptop,Daily,No,No,1,3.8,0.69,Moderate
S0437,F,36-45,South,CBSE,Postgraduate,2L–5L,Yes,Tablet,Daily,No,Yes,2,3.4,0.74,Moderate
S0438,M,36-45,South,State,None,>10L,Yes,Laptop,Daily,No,No,2,2.5,0.96,Moderate
S0439,M,0-25,West,ICSE,None,5L–10L,Yes,Laptop,Monthly,No,Yes,1,3.8,0.69,Low
S0440,M,36-45,East,ICSE,None,5L–10L,Yes,Mobile,Monthly,No,Yes,1,1.6,0.93,High
S0441,F,26-35,South,ICSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,Yes,0,2.2,0.68,High
S0442,M,26-35,South,ICSE,None,5L–10L,No,Tablet,Monthly,No,No,1,3.4,0.72,Low
S0443,F,36-45,South,CBSE,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,1,1.0,0.96,High
S0444,F,0-25,South,State,Postgraduate,2L–5L,Yes,Laptop,Weekly,No,No,1,1.5,0.91,Moderate
S0445,M,36-45,South,CBSE,Graduate,<2L,Yes,Tablet,Monthly,No,No,2,2.7,0.64,Moderate
S0446,M,36-45,North,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,Yes,0,2.2,0.7,High
S0447,F,26-35,North,ICSE,Graduate,2L–5L,Yes,Laptop,Daily,No,No,2,2.4,0.9,High
S0448,M,0-25,South,CBSE,Postgraduate,5L–10L,Yes,Tablet,Daily,No,Yes,2,2.4,0.76,High
S0449,F,0-25,South,ICSE,None,<2L,Yes,Laptop,Weekly,No,No,1,1.4,0.93,Low
S0450,F,0-25,South,CBSE,Graduate,2L–5L,Yes,Mobile,Daily,No,No,2,3.1,0.66,High
S0451,F,0-25,East,CBSE,Graduate,>10L,Yes,Laptop,Weekly,No,No,1,3.8,0.82,High
S0452,F,26-35,West,CBSE,Graduate,2L–5L,Yes,Tablet,Daily,No,No,2,2.7,0.76,Moderate
S0453,F,0-25,South,CBSE,School,<2L,Yes,Laptop,Monthly,No,Yes,0,1.7,0.7,High
S0454,M,0-25,East,ICSE,None,5L–10L,Yes,Laptop,Weekly,No,Yes,0,3.6,0.61,High
S0455,M,0-25,East,ICSE,Graduate,>10L,Yes,Mobile,Weekly,No,No,0,3.1,0.62,Moderate
S0456,F,26-35,South,ICSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,Yes,0,2.0,0.67,Moderate
S0457,F,26-35,West,State,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,Yes,2,1.3,0.95,Moderate
S0458,M,0-25,North,CBSE,None,>10L,Yes,Laptop,Weekly,No,No,0,3.7,0.73,High
S0459,M,26-35,South,State,None,<2L,Yes,Tablet,Daily,No,No,0,3.8,0.7,High
S0460,F,36-45,South,CBSE,Graduate,2L–5L,Yes,Tablet,Weekly,No,No,0,1.8,0.99,Low
S0461,M,0-25,North,CBSE,School,<2L,No,Tablet,Monthly,No,No,0,2.9,0.85,High
S0462,F,26-35,West,ICSE,Graduate,2L–5L,Yes,Tablet,Monthly,No,Yes,2,2.4,0.96,Moderate
S0463,M,0-25,North,CBSE,School,5L–10L,Yes,Laptop,Monthly,No,Yes,1,3.3,0.93,Moderate
S0464,F,0-25,South,State,None,<2L,Yes,Laptop,Weekly,No,No,2,3.9,0.81,High
S0465,M,26-35,South,ICSE,None,5L–10L,Yes,Tablet,Monthly,No,Yes,2,1.0,0.84,High
S0466,F,36-45,East,ICSE,School,5L–10L,Yes,Tablet,Daily,No,Yes,1,1.8,0.77,Moderate
S0467,M,0-25,North,CBSE,None,<2L,Yes,Tablet,Weekly,No,Yes,0,3.3,0.93,High
S0468,M,36-45,East,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,No,0,2.2,0.8,Moderate
S0469,F,26-35,East,State,School,<2L,Yes,Mobile,Monthly,No,Yes,0,1.8,0.98,High
S0470,M,0-25,East,CBSE,Postgraduate,2L–5L,Yes,Mobile,Daily,No,Yes,0,0.8,0.86,Moderate
S0471,F,26-35,East,State,Graduate,<2L,Yes,Laptop,Daily,No,No,1,2.7,0.98,High
S0472,M,26-35,North,ICSE,Graduate,2L–5L,No,Mobile,Daily,No,Yes,1,2.9,0.99,High
S0473,F,26-35,North,State,Postgraduate,<2L,Yes,Mobile,Weekly,No,No,1,1.8,0.7,High
S0474,M,26-35,North,State,None,5L–10L,Yes,Tablet,Monthly,Yes,No,2,0.6,0.69,High
S0475,F,0-25,South,ICSE,Postgraduate,<2L,Yes,Mobile,Monthly,No,Yes,0,0.6,0.6,Moderate
S0476,M,36-45,West,CBSE,None,>10L,Yes,Laptop,Monthly,No,No,0,1.0,0.92,High
S0477,F,36-45,East,CBSE,Postgraduate,<2L,Yes,Mobile,Weekly,No,Yes,1,1.6,0.83,Low
S0478,M,0-25,South,ICSE,Postgraduate,2L–5L,Yes,Tablet,Daily,No,No,1,0.9,0.8,High
S0479,F,0-25,North,CBSE,None,2L–5L,Yes,Mobile,Weekly,No,No,2,1.8,0.81,High
S0480,F,36-45,North,State,Postgraduate,>10L,Yes,Tablet,Weekly,No,Yes,0,3.1,0.64,Low
S0481,F,36-45,South,ICSE,School,>10L,Yes,Tablet,Weekly,No,Yes,1,1.6,0.82,High
S0482,M,0-25,East,ICSE,None,5L–10L,Yes,Tablet,Daily,No,Yes,1,1.1,0.92,Moderate
S0483,F,26-35,North,CBSE,Graduate,>10L,Yes,Tablet,Daily,No,Yes,1,2.5,0.83,High
S0484,M,0-25,East,CBSE,Graduate,<2L,Yes,Mobile,Weekly,Yes,Yes,0,2.6,0.64,High
S0485,F,36-45,East,ICSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,No,1,3.6,0.61,Low
S0486,M,26-35,West,ICSE,Graduate,>10L,Yes,Tablet,Monthly,No,No,1,2.6,0.62,Low
S0487,F,36-45,North,ICSE,School,>10L,Yes,Tablet,Weekly,No,Yes,0,3.1,0.67,High
S0488,M,26-35,South,ICSE,Graduate,<2L,Yes,Mobile,Monthly,No,Yes,2,1.2,0.98,Low
S0489,M,36-45,West,State,Graduate,5L–10L,Yes,Mobile,Daily,No,No,1,2.8,0.89,High
